Category Title,Product Name,Link,Recipe Info,Image URL,Ingredients,Energy_kj,Energy_kcal,Energy_percent,Fat,Fat_percent,Saturates,Saturates_percent,Sugars,Sugars_percent,Salt,Salt_percent,Carbs,Protein,Fibre,Serves,Time,Calories,Freezable,Gluten-free,Dairy-free,Instructions,Additional Notes
Cabbage recipes and dishes,Rhubarb and carrot slaw recipe,https://realfood.tesco.com/recipes/rhubarb-and-carrot-slaw.html,"Fabulously fruity, zingy and slightly spicy, this rhubarb slaw is not a shy side! Serve with a juicy burger, kebabs or whatever you fancy – this recipe serves 6, but you could keep leftovers in the fridge for up to 2 days. See method",https://realfood.tesco.com/media/images/1400x919-Rhubarb--carrot-slaw-54822990-d389-4ff9-a853-62cc9763d2c7-0-1400x919.jpg,"2 rhubarb stalks, finely chopped; 1 small red onion, thinly sliced; juice of 1 lemon; 2cm piece fresh ginger, peeled and grated; 1 tbsp light brown soft sugar; 3 carrots; 1 small white cabbage; 30g pack fresh coriander",Energy,245kj,3%,Fat,0g,Saturates,0g,Sugars,10g,Salt,0.1g,9.9g,1.4g,4.7g,6,30 mins,58.0,No,Yes,Yes,"Toss the rhubarb stalks, red onion, lemon juice, ginger and light brown soft sugar together in a bowl to mix well. Set aside for 10 mins to pickle.; Scrub and coarsely grate the carrots, thinly slice the white cabbage and finely chop the fresh coriander, then toss together with the other ingredients. Serve immediately, or store in the fridge for up to 2 hrs.",1 OF YOUR 5-A-DAY AND SOURCE OF VITAMIN C
Cabbage recipes and dishes,"Veggie sausage, apple and sweet potato traybake recipe",https://realfood.tesco.com/recipes/veggie-sausage-apple-and-sweet-potato-traybake.html,"Think veggie sausage and mash, but better! We’ve packed five different fruit and veg into this epic traybake, including fibre-rich sweet potatoes (no need to peel), creamy butter beans and Savoy cabbage, which is a source of vitamin C. See method",https://realfood.tesco.com/media/images/1400x919-Sausage-apple--sweet-potato-traybake-1116dbda-4d91-46d6-b0e1-8779d782eeed-0-1400x919.jpg,"1½ tbsp rapeseed oil; 1 tbsp Tesco Finest spiced apple & pear chutney; 1 tsp wholegrain mustard; ½ tbsp smoked paprika; 2 red onions, 1 cut into thick wedges, 1 sliced; 500g sweet potatoes, cut into thick wedges; 2 x 400g tins butter beans, rinsed and drained; 2 small eating apples, cut into thick wedges; 8 Plant Chef frozen herby bangers; 10g fresh sage leaves, picked; 1½ tbsp plain flour; ½ tsp caster sugar; 1 reduced-salt vegetable stock cube, made up to 500ml; 1 Savoy cabbage, shredded; ½ lemon, juiced",Energy,2335kj,28%,Fat,16g,Saturates,2g,Sugars,23g,Salt,1.6g,67.2g,27.5g,19.1g,4,1 hr,556.0,No,No,Yes,"Preheat the oven to gas 6, 200°C, fan 180°C. Whisk ½ tbsp oil and ½ tbsp chutney, the mustard and paprika together. Put the onion wedges and sweet potatoes in a baking tray, pour over the oil mix and toss to coat. Roast for 30 mins.; Stir in the butter beans and apples, season well, then arrange the sausages on top. Scatter over the sage, then roast for another 20 mins or until the sausages are cooked through.; Meanwhile, add ½ tbsp oil to a pan over a medium heat and cook the sliced onion for 8-10 mins until beginning to soften. Stir in the four and sugar; cook for 1 min. Gradually add the stock, stirring; bring to a bubble, then simmer for 4-5 mins, stirring often, until thick. Stir in the remaining chutney and take off the heat.; Heat the remaining ½ tbsp oil in a frying pan over a medium heat. Add the cabbage; char for 1-2 mins without stirring. Toss, then repeat 2-3 times until the cabbage is tender and charred all over; take off the heat and toss with the lemon juice. Serve with the traybake, with the gravy poured over.","2 OF YOUR 5-A-DAY AND A SOURCE OF PROTEIN, WHICH SUPPORTS THE MAINTENANCE OF MUSCLE MASS"
Cabbage recipes and dishes,Crispy miso mackerel and Chinese-style noodles recipe,https://realfood.tesco.com/recipes/crispy-miso-mackerel-and-chinese-style-noodles.html,,https://realfood.tesco.com/media/images/1400x919-CrispyMisoMackerelChineseNoodles-06b16d14-c117-4018-b6c1-cb17eac4d7b1-0-1400x919.jpg,"1 tsp sesame oil; ½ tsp Chinese 5-spice; 2cm thumb-sized piece ginger, finely grated; 1 tbsp soy sauce; 1 nest medium egg noodles; ½ tbsp white miso; 1 tbsp mirin; 2 mackerel fillets; 1 tbsp vegetable oil, plus extra for greasing; ¼ Chinese leaf, finely shredded; 1 small carrot, cut into thin batons; 1 spring onion, thinly sliced; 1 tsp sesame seeds",Energy,4040kj,48%,Fat,59g,Saturates,11g,Sugars,15g,Salt,4.7g,63.2g,49.6g,1.9g,1,15 mins to prepare and 25 mins to cook,966.0,No,No,No,"Preheat the grill to high. Whisk the sesame oil, Chinese 5-spice, ginger and soy sauce together until combined.; Cook the noodles according to packet instructions, drain and rinse under a cold tap.; Whisk together the miso and mirin. Pat the mackerel fillets dry with kitchen paper, score the skin at 3cm intervals using a sharp knife and coat in the miso dressing. Place on a lightly oiled baking tray, skin side up and grill for 5 mins until the flesh is opaque and cooked through.; Meanwhile, heat the vegetable oil over a high heat in a large wok or frying pan and fry the Chinese leaf, carrot and noodles for 3-5 mins until piping hot. Stir through the soy and ginger sauce, tossing until the noodles are evenly coated.; Serve the mackerel on top of the noodles, sprinkled with the spring onion and sesame seeds.","IF YOU HAVEN'T GOT ANY EGG NOODLES, TRY USING PASTA LIKE SPAGHETTI INSTEAD"
Cabbage recipes and dishes,Vietnamese-style chicken rice congee recipe,https://realfood.tesco.com/recipes/vietnamese-style-chicken-rice-congee.html,"Food writer, author and photographer, Uyen Luu shares her favourite dish for Lunar New Year – this rice congee. 'This light brothy rice porridge is a very humble dish', explains Uyen, 'made luxurious with the sweet, sour and spicy chicken salad; its cold and crunchy textures contrasting with the silky, hot and warming soup. Using a whole chicken symbolises togetherness.' See method",https://realfood.tesco.com/media/images/1400x919-Vietnamese-style-chicken-rice-congee-87b8be34-fac7-4c95-838d-d7a5a291de1b-0-1400x919.jpg,"1.65kg whole chicken; 2 tsp sea salt flakes; 15g light brown soft sugar; 2 onions, peeled but left whole; 2 carrots, peeled but left whole; 100g jasmine rice; 150g chestnut mushrooms, sliced; 40g ginger, peeled and finely chopped; 2 tbsp fish sauce; 1 red onion, thinly sliced; 1 tsp sugar; 2 tbsp white wine vinegar; 200g white cabbage, thinly sliced; 50g red cabbage, thinly sliced; 1 carrot, peeled and julienned; 30g pack fresh coriander, snipped with scissors or torn; 30g pack fresh mint, torn; 3 garlic cloves, finely chopped; 2 bird eye chillies, finely chopped, plus extra (optional); 1 lemon or lime, zested and juiced; 2 tbsp maple syrup or clear honey; 2 tbsp fish sauce",Energy,1640kj,20%,Fat,18g,Saturates,5g,Sugars,11g,Salt,3.9g,24.4g,30g,3.7g,8,1 hr 30 mins,391.0,No,Yes,Yes,"Put 1.7ltrs water in a very large, lidded saucepan. Once boiling, add the chicken, salt, brown sugar, onions, carrots, rice, mushrooms and ginger; cover, then bring to the boil again over a low-medium heat. Reduce the heat to low and simmer for 40 mins or until the rice grains have blossomed and thickened the broth, and the chicken is cooked through. Stir in the fish sauce, re-cover, then remove from the heat and let the residual heat cook the congee for a further 20 mins.; Transfer the whole chicken to a bowl of cold water and set aside for 10 mins. Slice the carrots and return to the rice mixture; discard the onions. Season the broth to taste, if you like.; Meanwhile, mix the red onion with the sugar, vinegar and 2 tsp ground black pepper; set aside to pickle for at least 10 mins. Mix all the ingredients for the dressing together; set aside.; When ready to serve, mix the sliced cabbages, carrot, coriander, mint and pickled onion together. Shred the chicken, discarding the skin, and add to the mix. Pour over the dressing and toss together.; To serve, ladle the hot congee into soup bowls, then add the chicken salad and mix most of it through (leaving some on top as a garnish) to gently heat the raw vegetables but leave some crunch. Finish with a twist of black pepper and extra sliced bird eye chillies, if you like.",WHITE RICE CAN ALWAYS BE SWAPPED FOR BROWN (CHECK COOKING INSTRUCTIONS FOR TIMINGS)
Cabbage recipes and dishes,Speedy omelette wraps recipe,https://realfood.tesco.com/recipes/speedy-omelette-wraps.html,"Ditch the toast and tea for something more substantial. Prep the filling ahead and you’ll be able to throw this together in 2 minutes! Eggs are a good source of protein, while avocado adds good fats and fibre to help you keep the hunger pangs at bay all morning. See method",https://realfood.tesco.com/media/images/1400x919-Speedy-omelette-wraps-ed265f37-fd40-4a99-9338-84a169be1b45-0-1400x919.jpg,"180g red cabbage, finely sliced; 2 carrots, peeled and grated; 4 spring onions, finely sliced; 1 lime, ½ juiced, the rest cut into wedges; 4 eggs; olive oil spray; 30g 50% reduced-fat mature grated cheese, plus extra (optional); 15g fresh coriander, leaves picked; 1 avocado, sliced (optional); hot sauce (optional, we used Cholula)",Energy,1120kj,13%,Fat,14g,Saturates,4g,Sugars,11g,Salt,1g,11.9g,21g,7.3g,2,10 mins,269.0,No,Yes,No,"Put the cabbage, carrots, spring onions and lime juice in a bowl; season and toss to coat.; Crack 2 eggs into a small bowl and whisk with a fork. Heat a large, nonstick frying pan over a high heat, add a spray of oil, then pour in the beaten egg, swirling it around the pan and up the sides to make a very thin omelette.; Sprinkle over half the cheese, add half the filling to one side of the omelette, then use a spatula to roll up the omelette into a log to encase the filling. Carefully transfer to a serving plate, then repeat with the remaining eggs, cheese and filling to make a second omelette. Serve with the coriander along with the extra cheese, avocado and a dash of hot sauce, if you like, and add the lime wedges to squeeze over.",2 OF YOUR 5-A-DAY AND HIGH IN PROTEIN
Cabbage recipes and dishes,Giant katsu mackerel fishcake recipe,https://realfood.tesco.com/recipes/giant-katsu-mackerel-fishcake.html,"This giant fishcake uses tinned mackerel to save on pennies and it's already flavoured with a creamy katsu sauce. Served with garlic and chilli steamed cabbage for a little spice, we bet you've not had a fishcake like this before! See method",https://realfood.tesco.com/media/images/1400x919-Giant-katsu-mackerel-fishcakes-bc83286a-75a8-404c-8b83-05a0f5cb7791-0-1400x919.jpg,"750g potatoes, peeled and cut into 2-3cm chunks; 2 x 125g tins mackerel in katsu curry sauce; 4 spring onions, trimmed and thinly sliced; 1½ tbsp medium curry powder; 2 tbsp vegetable oil; 3 wholemeal bread slices, blitzed to fine crumbs; 1 Savoy cabbage, quartered, cored and sliced thickly; 2 garlic cloves, crushed; 1 red chilli, deseeded if you like and finely diced; 2 tbsp reduced-salt soy sauce",Energy,1970kj,24%,Fat,19g,Saturates,3g,Sugars,10g,Salt,1.5g,51g,19.1g,10.3g,4,55 mins,470.0,No,No,Yes,"Preheat the oven to gas 7, 220°C, fan 200°C. Boil the potatoes for 12-15 mins until cooked through. Drain and set aside to steam for 5 mins.; Put the potatoes in a mixing bowl and mash until smooth. Add the mackerel, spring onions and curry powder. Season and mix – the mackerel will flake into pieces.; Line a dinner plate and a baking sheet with baking paper. Transfer the fishcake mix to the lined plate and pat into a 20cm circle. Brush the top with 1⁄2 tbsp oil, sprinkle over a third of the breadcrumbs and press into the top of the fishcake; invert the fishcake onto the baking sheet. Brush 1 tbsp oil over the top and sides, then scatter over and press in the remaining breadcrumbs. Bake for 25 mins or until golden and crispy.; Meanwhile, heat the remaining oil in a lidded frying pan over a medium-high heat. Stir-fry the cabbage for 5-6 mins until golden and wilted. Add the garlic and chilli, cook for 2 mins, then add the soy sauce and 4 tbsp water. Cover and steam for 4-5 mins, then remove from the heat. Serve with the fishcake.",1 OF YOUR 5-A-DAY AND HIGH IN VITAMIN C
Cabbage recipes and dishes,Honey mustard and garlic sausage traybake recipe,https://realfood.tesco.com/recipes/honey-mustard-and-garlic-sausage-traybake.html,"Let the oven do all the hard work with this simple sausage traybake recipe. Glaze sausages in a sticky honey mustard glaze and cook with crispy potatoes and spring onions. Serve with steamed cabbage, if you like. See method",https://realfood.tesco.com/media/images/1400x919-TESCO-HONEY-MUSTARD-GARLIC-SAUSAGE-TRAYBAKE-8757922f-4978-4ed6-ab98-586c8fb251f7-0-1400x919.jpg,"750g potatoes, cut into 2cm chunks; 2 tbsp vegetable oil; 10g fresh rosemary, finely chopped; 454g pack pork sausages; 2 tbsp clear honey; 2 tbsp wholegrain mustard; ½ red chilli, finely chopped; 2 garlic cloves, grated; 4 spring onions, sliced in half widthways; Savoy cabbage, shredded, to serve",Energy,2435kj,29%,Fat,29g,Saturates,8g,Sugars,16g,Salt,1.6g,52.3g,23.1g,9.1g,4,45 mins,582.0,No,No,Yes,"Preheat the oven to gas 6, 200°C, fan 180°C. Place the potatoes in a large ovenproof dish or baking tray. Toss with the oil and rosemary, season, then nestle in the sausages. Bake for 20 mins.; In a small bowl, whisk together the honey, mustard, chilli and garlic. Add the honey and mustard dressing to the sausages and potatoes, tossing well to combine, then return to the oven for 25 mins until the potatoes are tender and the sausages are cooked through. Add the spring onions to the tray for the final 5 mins of the cooking time.; Serve with steamed cabbage on the side.","IF YOU DON'T HAVE ANY SPRING ONIONS, TRY USING WHITE ONIONS OR LEEKS AND ADJUST THE AMOUNT ACCORDINGLY"
Cabbage recipes and dishes,Leftover turkey shawarma wraps recipe,https://realfood.tesco.com/recipes/leftover-turkey-shawarma-wraps.html,Turn your leftover Christmas turkey into these moreish shawarma wraps. It's ready in just 30 minutes and filled with a zesty slaw for a little freshness. See method,https://realfood.tesco.com/media/images/1400x919-241107-TESCO-XMAS-STILLS-LEFTOVER-TURKEY-SHAWARMA-WRAPS-61388924-2c9d-415d-9e4f-1f87e49f0a02-0-1400x919.jpg,"1 tbsp vegetable oil; 350g leftover turkey, roughly chopped; 1 tsp ground cumin; 1 tsp garam masala; ½ tsp cayenne pepper; ½ tsp smoked paprika; 1 tsp honey; 4 Tesco Finest flatbreads; 80g pot pomegranate seeds; chilli sauce, to serve (optional); 200g sprouts, outer layers peeled and finely shredded; ½ red cabbage, finely shredded; ½ red onion, finely sliced; 2 tbsp Greek-style yogurt, plus extra to serve (optional); 1 tbsp mayonnaise, plus extra to serve (optional); 1 tsp sumac; ½ lemon, juiced; small handful mint leaves, finely chopped",Energy,2480kj,30%,Fat,21g,Saturates,3g,Sugars,12g,Salt,1.3g,55.5g,39.2g,9.3g,4,30 mins,590.0,No,No,No,"Add all the slaw ingredients to a bowl and toss to combine. Season, then set aside.; Heat the oil in a frying pan over a medium high heat. Add the turkey to the pan along with the spices and honey, and fry for 5-6 mins to warm through. Add a splash of water to the pan if it looks a little dry.; Meanwhile, cook the flatbreads to pack instructions.; To assemble, spread some yogurt or mayo on the flatbread, then top with slaw, warm turkey, pomegranate seeds and your favourite chilli sauce.","IF YOU DON'T HAVE RED ONIONS, TRY USING WHITE, BROWN OR SPRING ONIONS"
Cabbage recipes and dishes,Quick pickled cabbage recipe,https://realfood.tesco.com/recipes/quick-pickled-cabbage.html,"Quick pickled vegetables are so easy to make, and this red cabbage is no exception. It's a great side to serve with cold cuts at Christmas and makes a fab and festive edible gift. See method",https://realfood.tesco.com/media/images/1400x919-Quick-pickled-cabbage-0d9b3ce2-a877-4931-b34e-8853917c0caa-0-1400x919.jpg,"2 tsp fennel seeds; 200g red cabbage; ½ red onion; 1 eating apple; 1 lemon, zest and juice; ½ tsp fine salt",Energy,80kj,1%,Fat,0g,Saturates,0g,Sugars,3g,Salt,0.4g,3.2g,0.5g,1.2g,,15 mins,19.0,No,Yes,Yes,"Toast the fennel seeds in a pan over a medium heat for 4-5 mins until fragrant. Meanwhile, core and finely slice the red cabbage and red onion. Grate the apple (or slice into matchsticks).; Toss everything together with the lemon zest, juice and salt. Pack tightly into a clean 500ml jar and leave for at least 30 mins before eating. Keep in the fridge for up to 2 weeks.",HIGH IN FIBRE; HIGH IN VITAMIN C
Cabbage recipes and dishes,Spiced roasted cabbage 'steaks' recipe,https://realfood.tesco.com/recipes/spiced-roasted-cabbage-steaks.html,These vibrant red cabbage 'steaks' are roasted until tender and crispy and are topped with chestnuts for extra festive flavours. They'll make a deliciously different side for your Christmas dinner! See method,https://realfood.tesco.com/media/images/1400x919-Cabbage-steaks-38e17279-19c1-4986-a5b6-903fa91c95a3-0-1400x919.jpg,"1 red cabbage (about 900g); 2 tbsp olive oil; 1 tsp cumin seeds; 100g cooked whole chestnuts, chopped; 1 lime, zested, ½ juiced",Energy,685kj,8%,Fat,8g,Saturates,1g,Sugars,9g,Salt,0.2g,16.2g,3.3g,7.3g,4 as a side,50 mins,166.0,Yes,Yes,Yes,"Preheat the oven to gas 6, 200°C, fan 180°C and put a baking tray inside to heat up. Slice off 2cm of the round top of the cabbage, then cut the rest widthways into 4 x 2-3cm thick slices, discarding the woody core.; Use 1 tbsp oil to brush both sides of the cabbage slices; season with salt. Arrange on the hot tray, then roast on the middle shelf for 20 mins.; Carefully flip the ‘steaks’ over – don’t worry if some of the outer leaves become loose. Drizzle with the remaining oil and sprinkle over the cumin seeds. Scatter the chopped chestnuts around the cabbage, then roast for 15-20 mins until the cabbage is very crispy and tender in the centre, and the chestnuts are lightly browned.; Transfer the cabbage ‘steaks’ to a serving plate, then scatter over the lime zest and squeeze over the juice. Top with the roasted chestnuts to serve.",1 OF YOUR 5-A-DAY AND HIGH IN FIBRE
Cauliflower recipes and dishes,"Cauliflower cheese, leek and spring greens pie recipe",https://realfood.tesco.com/recipes/cauliflower-cheese-leek-and-spring-greens-pie.html,"If you love cauliflower cheese, you're going to love this comforting pie, which makes a nice change to your usual Sunday roast. The filling is bolstered with leeks and spring greens for extra veg – you could serve it with a side salad or some potatoes for a hearty meal. See method",https://realfood.tesco.com/media/images/1400x919-Cauliflower-cheese-leek--spring-greens-pie-c70e2151-8b21-4862-8578-dc12aef98dd8-0-1400x919.jpg,"220g strong white bread flour, plus extra for dusting; ½ tsp fine salt; 220g cold baking spread; 1 cauliflower (about 750g), broken into small florets; 4 garlic cloves, unpeeled; 2 tbsp olive oil; 50g baking spread; 50g plain flour; 700ml milk; 120g mature Cheddar, grated; 25g pecorino, finely grated; ½ tsp cayenne pepper; 1 large leek, finely sliced; 5g fresh thyme leaves; 150g sliced spring greens; 1 egg, lightly beaten; green salad (optional)",Energy,2285kj,27%,Fat,37g,Saturates,11g,Sugars,9g,Salt,1.4g,36.3g,16.3g,4.5g,8,2 hrs plus chilling,549.0,Yes,No,No,"Rub together the flour, salt and baking spread, making sure chunks of the spread remain. Add 100ml ice-cold water, mixing to bring everything together into a rough dough (gradually add more water if needed). Put in a freezer bag, then chill for 20 mins.; Preheat the oven to gas 6, 200°C, fan 180°C. Add the cauliflower and garlic to a baking tray, drizzle with 1 tbsp oil and season; toss to coat. Bake for 20-25 mins until tender and lightly golden. Squeeze the garlic cloves from their skins, mash to a purée and set aside.; Meanwhile, gently knead the pastry on a lightly fl oured surface to form a smooth rectangle. Roll out to about 20 x 50cm, keeping the edges straight. Brush off any excess flour, then fold the top third of the pastry down and the bottom third up and over to create a block. Turn 90°, then roll and fold again. Chill for 30 mins.; Melt the baking spread in a saucepan over a medium heat, then add the flour and stir until a paste forms. Gradually add the milk, stirring well after each addition, until combined and thick. Remove from the heat, then stir in the roasted garlic, Cheddar, pecorino and cayenne.; Heat the remaining 1 tbsp oil in a frying pan over a medium-high heat, then cook the leek, thyme and spring greens for 10 mins or until soft. Remove from the heat and stir into the cheese sauce along with the roasted cauliflower.; On a lightly floured surface, cut the pastry into 2 pieces at a ratio of 60:40. Roll out the smaller piece to 30 x 40cm and put on a lined baking sheet. Spoon on the pie filling, leaving a 2cm border. Brush the border with beaten egg.; Roll out the large piece to 35 x 45cm, then carefully drape over the filling. Press down along the borders, then roll or twist them to seal. Brush all over with egg, then bake for 50 mins or until golden and crisp, covering with foil if it starts to brown too quickly. Serve with a green salad, if you like.","IF YOU HAVEN'T GOT ANY WHITE BREAD, TRY USING BROWN INSTEAD"
Cauliflower recipes and dishes,Vegetarian pad Thai recipe,https://realfood.tesco.com/recipes/vegetarian-pad-thai.html,"There's so much to love about this pad Thai – it's vegetarian, it's packed with authentic flavour, and it takes just 20 minutes to make. Adding cauliflower and broccoli florets to this midweek dinner idea creates a wonderful vegetarian alternative with extra crunch. See method",https://realfood.tesco.com/media/images/Veg-Pad-Thai-LGH-069d45e9-fd6c-44d1-b747-83dbac2d921d-0-1400x919.jpg,"4 tbsp soy sauce; 4 tbsp tamarind paste; 2 tbsp ketchup; 2 tsp chilli paste (adjust to taste); 1 tbsp smooth peanut butter; 1 lime, juiced, plus extra wedges to serve; 1 tbsp vegetable or coconut oil; 1 shallot, sliced; 100g cauliflower, cut into small florets; 1 x 120g pack Tenderstem broccoli tips, halved; 1 carrot, thinly sliced; 2 garlic cloves, crushed; 370g (13oz) pack beansprouts, blanched; 750g rice noodles; 2 eggs; 3 spring onions, sliced; handful coriander, leaves picked; 3 tbsp salted peanuts, chopped",Energy,2660kj,32%,Fat,19g,Saturates,3g,Sugars,21g,Salt,2.7g,95.6g,18.8g,5.3g,4,20 mins,632.0,No,No,No,"In a small pan, gently heat the soy sauce, tamarind paste, ketchup, chilli paste, peanut butter and lime juice. Meanwhile, heat the oil in a wok. Add the shallot, cauliflower, broccoli, carrot and garlic, then stir-fry for 3-4 minutes, until just tender.; Add the beansprouts and noodles, stir-fry for 2 minutes more, then push everything to one side of the pan.; Crack in the eggs, leave to set slightly, then stir to break into pieces. Toss the noodle mixture with the egg, then pour over the warm sauce. Cook for 2 minutes, tossing until everything is combined and well coated in the sauce.; Divide between 4 plates and scatter over the spring onions, coriander and peanuts. Serve with lime wedges for squeezing over.","IF YOU DON'T HAVE ANY LIMES, TRY A LEMON INSTEAD"
Cauliflower recipes and dishes,Cauliflower and white bean soup with crispy bacon recipe,https://realfood.tesco.com/recipes/cauliflower-and-white-bean-soup-with-crispy-bacon.html,"Although available all year round, cauliflower is at its best in the winter months and tastes great in this wonderfully warming soup. The nuttiness of cauliflower pairs brilliantly with crisp bacon lardons, and hearty cannellini beans bring a delicious creaminess to this dairy-free soup recipe. Perfect for batch cooking, you can freeze any leftovers and enjoy another time. See method",https://realfood.tesco.com/media/images/RFO-1400x919-Cauliflower-and-white-bean-soup-5f6d3290-56b2-4bb0-985a-981179a2f88b-0-1400x919.jpg,"1½ tbsp olive oil; 1 medium cauliflower (about 600g), trimmed and cut into 2cm dice; 2 celery sticks, finely chopped; 2 large shallots or 1 onion, finely chopped; 1 garlic clove, crushed; 2 x 400g tins cannellini beans, drained and rinsed; 1 gluten-free vegetable stock pot, made up with 1 ltr hot water; 180g pack Tesco Finest dry cure bacon lardons; 10g chives, snipped",Energy,880kj,10%,Fat,10g,Saturates,3g,Sugars,4g,Salt,1.7g,16.1g,14.3g,7.3g,6,15 mins to prepare and 45 mins to cook,209.0,Yes,Yes,Yes,"Heat 1 tbsp oil in a large, heavy-based flameproof casserole or saucepan over a medium heat. Add the cauliflower, celery and shallots or onion and cook for 10 mins until slightly softened but not coloured. Add the garlic and cook for a further 1 min. Add the beans and stock, then cover and cook for 30–35 mins until the vegetables are tender and breaking apart.; Meanwhile, heat the remaining oil in a frying pan over a medium-high heat. Add the bacon lardons and fry for 2-3 mins until they begin to caramelise. Set aside.; Blitz the soup using a handheld blender until it has a smooth, silky consistency. Season to taste.; Divide between bowls and garnish with the bacon lardons, chives and some black pepper.","IF YOU DON'T HAVE THESE BEANS, YOU CAN USE ANY TINNED BEAN IN WATER"
Cauliflower recipes and dishes,Red lentil and cauliflower dhal recipe,https://realfood.tesco.com/recipes/red-lentil-and-cauliflower-dhal.html,"Cook this comforting red lentil and cauliflower dhal recipe for a wallet-friendly veggie dinner, perfect for Meat-Free Monday. Roast a cauliflower - leaves and all - in fragrant korma paste until caramelised, then use it to top a spicy dhal. See method",https://realfood.tesco.com/media/images/1400x919-Dhal-f3b1ab7b-e9f7-4aed-abc2-084bf2d27a17-0-1400x919.jpg,"4 tbsp vegetable oil; 2 onions, finely diced; 3 carrots, chopped; 3 garlic cloves, crushed; 400g tin chopped tomatoes; 250g red lentils; 200g jar korma paste; 1 vegetable stock cube, made up to 1ltr; 1 whole cauliflower, trimmed",Energy,2035kj,24%,Fat,18g,Saturates,4g,Sugars,22g,Salt,1.5g,61.8g,21.2g,8.2g,4,40 mins to prepare and 15 mins to cook,484.0,No,No,No,"Heat 2 tbsp oil in a large saucepan and fry the onions and carrots over a medium-high heat for 10 mins until softened. Add the garlic, fry for 1 min, then add the chopped tomatoes and the lentils.; Set aside 3 tbsp of the korma paste, then add the rest of the jar and the stock to the lentils. Simmer for 30 mins, stirring occasionally, until the lentils are tender. Add more water if the dhal starts to stick to the bottom of the pan.; Meanwhile, preheat the grill to high. Remove all the leaves from the cauliflower and cut into bite-sized pieces, keeping any smaller ones whole. Break the cauliflower into florets and cut the stem into 1cm cubes. Tip all the cauliflower into a bowl with the reserved korma paste and 2 tbsp oil. Toss well to coat, then tip onto a large shallow roasting tray. Grill for 10 mins, then remove the tender golden leaves and set aside. Stir the remaining cauliflower and grill for a further 10-15 mins until golden and tender.; When the dhal is ready, stir through most of the cauliflower florets and serve topped with the remaining cauliflower and the crisp leaves.","IF YOU DON'T HAVE CHOPPED TOMATOES, CHOP UP A TIN OF PLUM TOMATOES INSTEAD"
Cauliflower recipes and dishes,"Cauliflower, potato and chorizo cheese recipe",https://realfood.tesco.com/recipes/cauliflower-potato-and-chorizo-cheese.html,"Deliciously nutty with a hint of Spanish smokiness, this cauliflower cheese is more than just a sassy side dish: it's a whole meal. Serve with garlicky green beans for added goodness. See method",https://realfood.tesco.com/media/images/1400x919-CauliPotatoChorizo-a84b92f0-9c32-4d19-b657-42f26aad0699-0-1400x919.jpg,"400g baby potatoes, sliced into 1cm-thick slices; 1 cauliflower, broken into large florets; 400ml semi skimmed milk; 1 vegetable stock cube, made up to 400ml; 50g plain flour; 140g extra-mature Cheddar, grated; ½ hot dog roll, blitzed into crumbs; 1 tsp olive oil; 8 spicy chorizo slices; 220g green beans; 2 tsp olive oil; 2 garlic cloves, sliced; 1 lemon, zested, ½ juiced; 10g fresh basil, leaves picked",Energy,1960kj,23%,Fat,22g,Saturates,11g,Sugars,12g,Salt,2.2g,41.3g,23.4g,7.1g,4,5 mins to prepare and 30 mins to cook,468.0,Yes,No,No,"Boil the potato slices in a large pan for 8 mins, then add the cauliflower and cook for another 4-5 mins. Drain, then tip into an ovenproof dish.; Meanwhile, put the milk and stock in a pan and whisk in the flour. Bring to a simmer, whisking continuously, until thickened. Reduce the heat and simmer for 2 mins. Remove from the heat and stir through most of the Cheddar. Preheat the oven to gas 7, 220°C, fan 200°C.; Pour the cheesy sauce over the potatoes and cauliflower. Toss the breadcrumbs with the oil, then scatter over the bake with the remaining cheese and chorizo slices. Bake for 15-20 mins until golden and the chorizo is crisp.; Meanwhile, cook the beans for 1-2 mins; drain well. Heat the oil in a frying pan over a medium heat and fry the garlic for 1-2 mins. Remove from the heat and add the beans, lemon zest and juice, and the basil leaves. Serve with the cauliflower, potato and chorizo cheese.","IF YOU HAVEN'T GOT ANY BABY POTATOES, TRY DICING A LARGE WHITE POTATO INSTEAD"
